Anatomy and Cell Biology Major (B.Sc.) (67 credits),ANAT 212,ANAT 214,ANAT 261,ANAT 262,BIOL 200,BIOL 202,BIOL 301,CHEM 212,CHEM 222,MIMM 214,PHGY 209,PHGY 210,BIOL 373,MATH 203,PSYC 204,ANAT 314,ANAT 321,ANAT 322,ANAT 365,ANAT 381,ANAT 416,ANAT 458,ANAT 514,ANAT 541,ANAT 565,NEUR 310,ANAT 314,ANAT 321,ANAT 322,ANAT 365,ANAT 381,ANAT 416,ANAT 458,ANAT 541,ANAT 565,BIOC 311,BIOC 312,BIOC 450,BIOC 458,BIOC 503,BIOL 300,BIOL 303,BIOL 306,BIOL 313,BIOL 314,BIOL 320,BIOL 518,BIOL 520,BIOL 524,BIOL 532,BIOL 544,BIOL 546,BIOL 551,BIOL 588,BIOT 505,COMP 204,EXMD 401,EXMD 502,EXMD 503,EXMD 504,EXMD 506,EXMD 507,EXMD 508,HGEN 575,MIMM 314,MIMM 323,MIMM 324,MIMM 387,MIMM 413,MIMM 414,MIMM 465,MIMM 466,MIMM 509,NEUR 310,PATH 300,PHAR 300,PHAR 301,PHAR 303,PHAR 562,PHAR 563,PHGY 311,PHGY 312,PHGY 313,PHGY 314,PHGY 451,PHGY 502,PHGY 513,PHGY 515,PHGY 516,PHGY 518,PHGY 556,PSYT 500
Biochemistry Honours (B.Sc.) (73 credits),BIOC 212,BIOC 220,BIOL 200,BIOL 202,CHEM 204,CHEM 242,CHEM 252,BIOL 205,MIMM 211,MIMM 214,PHGY 209,PHGY 210,ANAT 262,BIOC 311,BIOC 312,BIOC 320,CHEM 214,CHEM 302,CHEM 362,BIOL 309,BIOL 373,CHEM 267,COMP 202,COMP 204,MATH 203,MATH 222,PSYC 204,BIOC 404,BIOC 450,BIOC 454,BIOC 462,BIOC 458,BIOC 470,BIOC 491,BIOC 503,BIOL 300,BIOL 303,BIOL 304,BIOL 313,BIOL 314,CHEM 267,CHEM 482,CHEM 502,CHEM 532,CHEM 552,CHEM 572,EXMD 502,EXMD 503,MIMM 324,PHAR 300,PHGY 311
Biology Minor (B.Sc.) (25 credits),BIOL 200,BIOL 201,BIOL 202,BIOL 205,BIOL 215,CHEM 212
"Biology, Liberal Program - Core Science Component (47 credits)",BIOL 200,BIOL 201,BIOL 205,BIOL 206,BIOL 215,BIOL 216,BIOL 302,COMP 204,CHEM 204,CHEM 212,BIOL 301,BIOL 311
Biology (B.Sc.) (59 credits),BIOL 200,BIOL 201,BIOL 205,BIOL 206,BIOL 215,BIOL 216,BIOL 301,BIOL 302,BIOL 311,COMP 204,CHEM 204,CHEM 212,BIOL 304,BIOL 305,BIOL 308,BIOL 300,BIOL 303,BIOL 313,BIOL 306,BIOL 307
Biology and Mathematics Major (B.Sc.) (76 credits),BIOL 219,BIOL 301,BIOL 395,CHEM 212,COMP 202,COMP 204,MATH 222,MATH 223,MATH 247,MATH 315,MATH 323,BIOL 215,MATH 242,MATH 243,BIOL 466,BIOL 467,BIOL 468,MATH 410,MATH 314,MATH 317,MATH 319,MATH 326,MATH 208,MATH 324,MATH 423,MATH 447,COMP 551,MATH 204,MATH 308,MATH 340,MATH 437,MATH 463,MATH 478,MATH 523,MATH 524,MATH 525,MATH 558,MATH 559,BIOL 206,BIOL 240,BIOL 331,BIOL 334D1,BIOL 334D2,BIOL 432,BIOL 573,BIOL 202,BIOL 205,BIOL 302,BIOL 304,BIOL 305,BIOL 308,BIOL 310,BIOL 324,BIOL 569,BIOL 594,BIOL 202,BIOL 302,BIOL 303,BIOL 304,BIOL 313,BIOL 518,BIOL 569,BIOL 592,BIOL 216,BIOL 306,BIOL 320,BIOL 389,BIOL 530,BIOL 580,NEUR 310,NEUR 507,PHGY 314,PHGY 425,PSYC 427
Biology - Quantitative Biology Honours (B.Sc.) (79 credits),BIOL 219,BIOL 301,BIOL 395,CHEM 212,COMP 202,MATH 222,MATH 223,MATH 247,MATH 315,MATH 323,MATH 324,MATH 325,MATH 356,MATH 357,BIOL 202,BIOL 215,PHYS 230,PHYS 232,PHYS 251,PHYS 253,BIOL 205,BIOL 206,BIOL 304,BIOL 308,BIOL 240,BIOL 331,BIOL 432,BIOL 432,BIOL 435,BIOL 465,BIOL 510,BIOL 515,BIOL 540,BIOL 594,BIOL 319,PHYS 319,PHYS 329,PHYS 346,BIOL 300,BIOL 303,BIOL 306,BIOL 309,BIOL 313,BIOL 518,BIOL 520,BIOL 524,BIOL 530,BIOL 551,BIOL 588,COMP 206,COMP 250,COMP 251,COMP 350,MATH 235,MATH 240,MATH 314,MATH 317,MATH 319,MATH 326,MATH 327,MATH 348,MATH 437,MATH 447,BIEN 310,BIEN 320,BIEN 340,BIEN 510,BIEN 530,CHEM 222,PHYS 242,PHYS 257,PHYS 342,PHYS 434,PHYS 519,PHYS 534,BIOL 310,BIOL 324,MATH 242,MATH 340,MATH 423,MATH 524,MATH 525,PHYS 329
Biotechnology (for Science Students) Minor (B.Sc.) (24 credits),BIOC 212,BIOL 200,BIOL 201,BIOL 202,BIOT 505,MIMM 211,ANAT 541,EXMD 504,PATH 300,CHEE 200,CHEE 204,CHEE 474,CHEM 482,CHEM 502,CHEM 552,FACC 300,ANAT 261,BIOC 503,MIMM 214,MIMM 414,PHGY 513,ECON 208,MGCR 211,MGCR 341,MGCR 352,MGCR 372,MIMM 323,MIMM 324,MIMM 413,MIMM 465,MIMM 466,BIOL 300,BIOL 314,BIOL 520,BIOL 524,BIOL 551,BIOC 311,BIOC 312,BIOC 450,BIOC 454,EXMD 401,EXMD 502,EXMD 503,PHAR 562,PHAR 563,PHGY 518,CHEE 593,CIVE 225,CIVE 430,CIVE 557
Chemical Engineering Minor (B.Sc.) (24 credits),CHEE 200,CHEE 204,CHEE 220,CHEE 314,CHEE 315,CHEE 351
Chemistry Minor (B.Sc.) (20 credits),CHEM 204,CHEM 212,CHEM 267,CHEM 281,CHEM 214,CHEM 219,CHEM 222,CHEM 302,CHEM 334,CHEM 381,CHEM 462
Chemistry - General Liberal Program - Core Science Component (B.Sc.) (49 credits),CHEM 213,CHEM 242,CHEM 252,CHEM 267,CHEM 273,CHEM 281,CHEM 381,MATH 222,CHEM 302,CHEM 345,CHEM 367,CHEM 377,CHEM 392,PHYS 242,CHEM 355,MATH 315
Chemistry Major (B.Sc.) (59 credits),CHEM 213,CHEM 242,CHEM 252,CHEM 267,CHEM 273,CHEM 281,CHEM 302,CHEM 332,CHEM 345,CHEM 355,CHEM 365,CHEM 367,CHEM 377,CHEM 381,CHEM 392,CHEM 493,MATH 222,PHYS 242
Chemistry - Bio-organic Major (B.Sc.) (63 credits),BIOL 200,BIOL 201,CHEM 213,CHEM 242,CHEM 252,CHEM 267,CHEM 273,CHEM 281,CHEM 302,CHEM 345,CHEM 355,CHEM 367,CHEM 377,CHEM 381,CHEM 392,CHEM 493,CHEM 502,MATH 222,PHYS 242,BIOL 202,BIOL 301,CHEM 365,MATH 315,MIMM 211,PHGY 209,PHGY 210
Chemistry: Biophysical Chemistry Major (B.Sc.) (66 credits),BIOL 219,BIOL 319,BIOL 395,CHEM 242,MATH 222,MATH 223,MATH 315,MATH 323,PHYS 329,CHEM 213,CHEM 252,CHEM 267,CHEM 273,CHEM 281,CHEM 345,CHEM 355,CHEM 367,CHEM 377,CHEM 493,PHYS 242,CHEM 302,CHEM 381,BIOL 300,BIOL 301,BIOL 316,BIOL 551,CHEM 302,CHEM 381,CHEM 502,CHEM 514,CHEM 520,CHEM 555,CHEM 575,COMP 208
Chemistry Honours (B.Sc.) (71 credits),CHEM 213,CHEM 242,CHEM 252,CHEM 267,CHEM 273,CHEM 281,CHEM 302,CHEM 332,CHEM 345,CHEM 355,CHEM 365,CHEM 367,CHEM 377,CHEM 381,CHEM 392,CHEM 493,MATH 222,PHYS 242,CHEM 470,CHEM 480
Chemistry - Bio-organic Honours (B.Sc.) (75 credits),BIOL 200,BIOL 201,CHEM 213,CHEM 242,CHEM 252,CHEM 267,CHEM 273,CHEM 281,CHEM 302,CHEM 345,CHEM 355,CHEM 367,CHEM 377,CHEM 381,CHEM 392,CHEM 493,CHEM 502,MATH 222,PHYS 242,CHEM 470,CHEM 480,BIOL 202,BIOL 301,CHEM 365,MATH 315,MIMM 211,MIMM 214,MIMM 314,MIMM 323,PHGY 209,PHGY 210
Chemistry: Biophysical Chemistry Honours (B.Sc.) (75 credits),BIOL 219,BIOL 319,BIOL 395,CHEM 212,MATH 222,MATH 223,MATH 315,MATH 323,PHYS 329,CHEM 213,CHEM 222,CHEM 267,CHEM 273,CHEM 281,CHEM 345,CHEM 355,CHEM 367,CHEM 377,CHEM 470,CHEM 493,PHYS 242,CHEM 302,CHEM 381,BIOL 300,BIOL 301,BIOL 316,BIOL 551,CHEM 302,CHEM 381,CHEM 502,CHEM 514,CHEM 520,CHEM 555,CHEM 575,COMP 208
Cognitive Science Minor (B.Sc.) (24 credits),COMP 206,COMP 230,COMP 250,COMP 251,COMP 302,COMP 330,COMP 527,MATH 240,MATH 318,LING 201,LING 210,LING 260,PHIL 210,PHIL 221,PHIL 306,PHIL 310,PHIL 311,PHIL 341,PHIL 411,PHIL 415,PHIL 441,PHIL 474,PSYC 212,PSYC 213,PSYC 301,PSYC 304,PSYC 310,PSYC 311,PSYC 315,PSYC 319,PSYC 340,PSYC 410,PSYC 413,PSYC 538
Computer Science Minor (B.Sc.) (24 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,MATH 240
Computer Science Liberal Program - Core Science Component (B.Sc.) (45 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,MATH 240,MATH 222,MATH 323,MATH 324,MATH 223,MATH 318,MATH 340,COMP 330,COMP 350,COMP 360,COMP 302,COMP 303
Software Engineering Liberal Program - Core Science Component (B.Sc.) (49 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,COMP 302,COMP 303,COMP 310,COMP 361D1,COMP 361D2,MATH 223,MATH 240,COMP 330,COMP 360,COMP 322,COMP 409,COMP 421,COMP 520,COMP 525,COMP 529,COMP 533,COMP 535,ECSE 326,ECSE 437,ECSE 539
Computer Science Major (B.Sc.) (63 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,COMP 302,COMP 303,COMP 310,MATH 222,MATH 223,MATH 240,COMP 330,COMP 350,COMP 360,MATH 318,MATH 323,MATH 324,MATH 340
Computer Science - Artificial Intelligence Major (B.Sc.) (63 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,COMP 302,COMP 303,COMP 424,MATH 222,MATH 223,MATH 240,MATH 323,MATH 324,COMP 330,COMP 350,COMP 360,COMP 310,COMP 421,COMP 451,COMP 551,COMP 345,COMP 370,COMP 417,COMP 445,COMP 511,COMP 514,COMP 545,COMP 549,COMP 550,COMP 558,COMP 562,COMP 565,COMP 579,COMP 585,ECSE 552,ECSE 557
Computer Science and Biology Major (B.Sc.) (74 credits),BIOL 111 & BIOL 112,CHEM 110 & CHEM 120,MATH 133,MATH 140 & MATH 141,or MATH 150 & MATH 151,PHYS 101 & PHYS 102,or PHYS 131 & PHYS 142,BIOL 219,BIOL 301,BIOL 395,CHEM 212,MATH 222,MATH 223,MATH 323,COMP 202,COMP 204,COMP 206,COMP 250,COMP 251,MATH 240,BIOL 202,BIOL 215,COMP 401,COMP 462,COMP 561,MATH 315,MATH 324,COMP 273,BIOL 300,BIOL 303,BIOL 304,BIOL 306,BIOL 308,BIOL 309,BIOL 310,BIOL 313,BIOL 314,BIOL 316,BIOL 319,BIOL 320,BIOL 389,BIOL 416,BIOL 435,BIOL 518,BIOL 520,BIOL 524,BIOL 530,BIOL 532,BIOL 546,BIOL 551,BIOL 568,BIOL 569,BIOL 580,BIOL 588,HGEN 575,NEUR 310
Computer Science - Computer Games Major (B.Sc.) (65 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,COMP 302,COMP 303,COMP 310,COMP 322,COMP 330,COMP 361D1,COMP 361D2,COMP 557,MATH 222,MATH 223,MATH 240,MATH 323,COMP 350,COMP 360,COMP 308,COMP 424,COMP 521,COMP 529,COMP 533,COMP 551,COMP 559,COMP 409,COMP 421,COMP 535
Computer Science Honours (B.Sc.) (75 credits),COMP 202,COMP 206,COMP 250,COMP 252,COMP 273,COMP 302,COMP 303,COMP 310,COMP 330,COMP 350,COMP 362,COMP 400,MATH 222,MATH 223,MATH 240,MATH 340,MATH 350,MATH 318,MATH 323,MATH 324
Computer Science and Biology Honours (B.Sc.) (77 credits),BIOL 111 & BIOL 112,CHEM 110 & CHEM 120,MATH 133,MATH 140 & MATH 141,or MATH 150 & MATH 151,PHYS 101 & PHYS 102,or PHYS 131 & PHYS 142,BIOL 219,BIOL 301,BIOL 395,CHEM 212,MATH 222,MATH 223,MATH 323,COMP 202,COMP 204,COMP 206,COMP 250,COMP 252,COMP 561,MATH 240,BIOL 202,BIOL 215,COMP 402D1,COMP 402D2,MATH 315,MATH 324,COMP 273,BIOL 300,BIOL 303,BIOL 304,BIOL 306,BIOL 308,BIOL 309,BIOL 310,BIOL 313,BIOL 314,BIOL 316,BIOL 319,BIOL 320,BIOL 389,BIOL 416,BIOL 435,BIOL 518,BIOL 520,BIOL 524,BIOL 530,BIOL 532,BIOL 546,BIOL 551,BIOL 568,BIOL 569,BIOL 580,BIOL 588,HGEN 575,NEUR 310
Software Engineering Major (B.Sc.) (63 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,COMP 302,COMP 303,COMP 310,COMP 361D1,COMP 361D2,ECSE 429,MATH 223,MATH 240,MATH 222,MATH 323,MATH 324,COMP 330,COMP 360,COMP 409,COMP 523,COMP 525,COMP 529,COMP 533,COMP 555,ECSE 326,ECSE 420,ECSE 424,ECSE 437,ECSE 539,COMP 350,COMP 417,COMP 421,COMP 424,COMP 512,COMP 520,COMP 521,COMP 535,COMP 551,COMP 557,COMP 558,COMP 585
Software Engineering Honours (B.Sc.) (75 credits),COMP 202,COMP 206,COMP 250,COMP 251,COMP 273,COMP 302,COMP 303,COMP 310,COMP 361D1,COMP 361D2,COMP 400,ECSE 429,MATH 223,MATH 240,MATH 222,MATH 323,MATH 324,COMP 330,COMP 360,COMP 409,COMP 523,COMP 525,COMP 529,COMP 533,COMP 555,ECSE 326,ECSE 420,ECSE 424,ECSE 437,ECSE 539,COMP 350,COMP 417,COMP 421,COMP 424,COMP 512,COMP 520,COMP 521,COMP 535,COMP 551,COMP 557,COMP 558,COMP 585
Geology Minor (B.Sc.) (18 credits),EPSC 210,EPSC 212,EPSC 201,EPSC 233,EPSC 231,EPSC 303,EPSC 334,EPSC 350,EPSC 452,EPSC 561
Geochemistry Minor (B.Sc.) (18 credits),EPSC 201,EPSC 210,EPSC 212,EPSC 220,EPSC 325,EPSC 501,EPSC 519,EPSC 549,EPSC 570,EPSC 590
Earth and Planetary Sciences Liberal Program - Core Science Component (B.Sc.) (45 credits),EPSC 210,EPSC 212,EPSC 220,EPSC 231,EPSC 233,EPSC 303,EPSC 320,EPSC 331,EPSC 341,EPSC 334,EPSC 340,EPSC 350,EPSC 355,EPSC 423,EPSC 425,EPSC 445,EPSC 452,EPSC 501,EPSC 519,EPSC 530,EPSC 547,EPSC 548,EPSC 549,EPSC 550,EPSC 551,EPSC 552,EPSC 561,EPSC 567,EPSC 570,EPSC 590,ESYS 300,ESYS 301,ESYS 500
Geology Major (B.Sc.) (66 credits),EPSC 210,EPSC 212,EPSC 220,EPSC 231,EPSC 233,EPSC 240,EPSC 303,EPSC 320,EPSC 340,MATH 222,EPSC 355,EPSC 423,EPSC 425,EPSC 445,EPSC 452,GEOG 272,EPSC 519,EPSC 325,EPSC 549,EPSC 561,EPSC 590,GEOG 305,EPSC 331,EPSC 334,EPSC 470D1,EPSC 470D2,EPSC 482,EPSC 501,EPSC 520,EPSC 522,EPSC 525,EPSC 530,EPSC 547,EPSC 548,EPSC 567,GEOG 201,GEOG 322
Geology Honours (B.Sc.) (75 credits),EPSC 210,EPSC 212,EPSC 220,EPSC 231,EPSC 233,EPSC 240,EPSC 303,EPSC 320,EPSC 340,EPSC 480D1,EPSC 480D2,MATH 222,MATH 314,MATH 315,EPSC 355,EPSC 423,EPSC 425,EPSC 445,EPSC 452,GEOG 272,EPSC 325,EPSC 519,EPSC 549,EPSC 561,EPSC 590,GEOG 305,EPSC 331,EPSC 334,EPSC 350,EPSC 482,EPSC 501,EPSC 510,EPSC 520,EPSC 522,EPSC 525,EPSC 530,EPSC 547,EPSC 548,EPSC 567,GEOG 201,GEOG 322
Planetary Sciences Honours (B.Sc.) (78 credits),EPSC 210,EPSC 212,EPSC 220,EPSC 231,EPSC 233,EPSC 240,EPSC 303,EPSC 320,EPSC 340,EPSC 350,EPSC 423,EPSC 480D1,EPSC 480D2,EPSC 510,EPSC 570,MATH 222,MATH 223,MATH 314,MATH 315,MATH 317,MATH 319,PHYS 340,PHYS 230,PHYS 251,EPSC 334,EPSC 425,EPSC 445,EPSC 501,EPSC 519,EPSC 520,EPSC 530,EPSC 547,EPSC 548,EPSC 549,EPSC 550,EPSC 551,EPSC 552,EPSC 561,EPSC 567,EPSC 590
Earth System Science Minor (B.Sc.) (18 credits),ESYS 200,ESYS 300,ESYS 301,ESYS 500
